parcel_id,sqft,baths,beds,tax_value,fips,tax_amount,age,tax_rate,county
17190259,1410.0,2.5,3.0,343272.0,6111.0,3905.64,4.0,0.011377683003565685,Ventura
13857433,1387.0,1.0,2.0,280967.0,6059.0,3401.88,66.0,0.012107756426911346,Orange
13839883,1426.0,2.0,3.0,364081.0,6059.0,4409.28,62.0,0.012110711627357648,Orange
11206381,1732.0,3.0,3.0,174459.0,6037.0,3028.09,31.0,0.0173570294453138,Los Angeles
12482839,1622.0,2.0,4.0,300777.0,6037.0,3912.97,66.0,0.013009538628286072,Los Angeles
14054846,1122.0,1.5,3.0,199838.0,6059.0,2418.9,54.0,0.012104304486634174,Orange
11780498,1100.0,2.0,1.0,841548.0,6037.0,10473.87,7.0,0.012445956736870625,Los Angeles
14697884,1302.0,2.5,2.0,465000.0,6059.0,5458.3,15.0,0.011738279569892474,Orange
14648348,1152.0,2.0,2.0,201431.0,6059.0,2090.28,44.0,0.010377151481152355,Orange
13989370,1125.0,1.5,3.0,84341.0,6059.0,1195.28,62.0,0.014171992269477478,Orange
11143684,1733.0,3.0,4.0,446709.0,6037.0,6046.06,32.0,0.013534672460147435,Los Angeles
14482667,3137.0,3.5,4.0,600238.0,6059.0,6131.32,28.0,0.010214814790133246,Orange
14286211,2531.0,2.5,5.0,122618.0,6059.0,1694.88,49.0,0.013822440424733727,Orange
12682557,1592.0,3.0,3.0,667918.0,6037.0,7664.37,17.0,0.011475016394228033,Los Angeles
10924250,1448.0,1.0,3.0,352291.0,6037.0,4275.09,69.0,0.012135109894944804,Los Angeles
14174538,1560.0,2.0,4.0,311209.0,6059.0,3729.48,54.0,0.011983843654907152,Orange
10885672,1344.0,2.0,4.0,85677.0,6037.0,1104.82,68.0,0.012895176068256357,Los Angeles
12484642,1122.0,1.0,3.0,444000.0,6037.0,5548.73,67.0,0.012497139639639639,Los Angeles
12739947,1445.0,2.0,2.0,529000.0,6037.0,6692.25,58.0,0.012650756143667296,Los Angeles
14472456,3259.0,3.5,4.0,901542.0,6059.0,8724.3,25.0,0.009677086591639657,Orange
13844056,1335.0,1.0,3.0,63192.0,6059.0,1049.18,67.0,0.016603051019116345,Orange
14053136,1914.0,2.0,4.0,414743.0,6059.0,4729.32,54.0,0.011403013432414772,Orange
14175466,3324.0,4.0,3.0,709615.0,6059.0,7957.48,19.0,0.011213799031869393,Orange
12846559,2610.0,3.0,4.0,710674.0,6037.0,8752.83,22.0,0.012316237824938016,Los Angeles
14617693,1260.0,2.5,3.0,311979.0,6059.0,3493.7,37.0,0.011198510156132303,Orange
14744543,755.0,1.0,1.0,340000.0,6059.0,3823.9,29.0,0.011246764705882354,Orange
13837417,987.0,1.0,2.0,357144.0,6059.0,4253.64,80.0,0.01191015388750756,Orange
11514144,1899.0,3.0,2.0,1440000.0,6037.0,15374.31,15.0,0.010676604166666666,Los Angeles
14280254,1114.0,1.0,2.0,524529.0,6059.0,6159.04,78.0,0.011742039048365295,Orange
13842033,914.0,1.0,2.0,39917.0,6059.0,789.28,97.0,0.01977302903524814,Orange
14056849,1976.0,3.0,4.0,468642.0,6059.0,5369.16,40.0,0.011456847657700334,Orange
14173678,2101.0,2.5,4.0,567655.0,6059.0,6772.14,16.0,0.011930027921889175,Orange
12614763,1641.0,2.0,3.0,130161.0,6037.0,1666.61,57.0,0.012804219389832592,Los Angeles
11206504,2149.0,3.0,3.0,211886.0,6037.0,3441.14,28.0,0.01624052556563435,Los Angeles
10827194,1576.0,2.0,4.0,82375.0,6037.0,1046.08,65.0,0.012698998482549316,Los Angeles
11173415,843.0,1.0,2.0,177000.0,6037.0,2624.61,46.0,0.014828305084745764,Los Angeles
14600676,1915.0,2.0,2.0,530519.0,6059.0,9526.56,10.0,0.01795705714592691,Orange
14601052,1832.0,3.0,3.0,730040.0,6059.0,11676.48,4.0,0.015994301682099612,Orange
12599517,1190.0,3.0,2.0,476000.0,6037.0,5499.77,11.0,0.011554138655462187,Los Angeles
11289836,1700.0,2.0,4.0,194600.0,6037.0,3099.72,48.0,0.015928674203494347,Los Angeles
11288389,1591.0,2.0,4.0,87378.0,6037.0,1964.11,27.0,0.022478312618736982,Los Angeles
11166665,1530.0,2.0,3.0,465989.0,6037.0,6345.94,37.0,0.013618218455800458,Los Angeles
13935796,2019.0,2.5,4.0,75126.0,6059.0,1106.88,62.0,0.014733647472246628,Orange
10957128,1205.0,2.0,3.0,443008.0,6037.0,4865.23,71.0,0.010982262171337763,Los Angeles
11287385,1370.0,2.0,4.0,121927.0,6037.0,2231.08,60.0,0.018298490080129914,Los Angeles
17208785,6278.0,7.5,5.0,1389230.0,6111.0,15101.52,19.0,0.010870424623712417,Ventura
11612893,1487.0,2.0,2.0,780000.0,6037.0,9412.54,16.0,0.012067358974358976,Los Angeles
14100525,1142.0,1.5,2.0,192248.0,6059.0,2341.24,43.0,0.01217822812200907,Orange
14598439,1401.0,2.5,3.0,360000.0,6059.0,4541.08,35.0,0.01261411111111111,Orange
12792562,1692.0,2.0,3.0,240173.0,6037.0,3042.5,64.0,0.012667951851373802,Los Angeles
14606311,1190.0,1.5,2.0,357000.0,6059.0,3772.9,38.0,0.010568347338935575,Orange
12594775,969.0,2.0,2.0,286000.0,6037.0,3648.21,39.0,0.012755979020979021,Los Angeles
14224435,1909.0,2.0,4.0,551273.0,6059.0,6043.06,55.0,0.010962009748346102,Orange
10867744,4105.0,4.0,6.0,397335.0,6037.0,5138.06,48.0,0.012931304818352272,Los Angeles
13909504,2323.0,3.0,3.0,426415.0,6059.0,5043.06,32.0,0.011826647749258352,Orange
14684156,681.0,1.0,1.0,215327.0,6059.0,2312.08,39.0,0.010737529431980197,Orange
12462465,1766.0,2.0,2.0,203113.0,6037.0,2486.26,78.0,0.012240772377937406,Los Angeles
12265744,1493.0,1.0,3.0,304000.0,6037.0,5363.37,66.0,0.01764266447368421,Los Angeles
14675920,1257.0,2.0,2.0,89358.0,6059.0,863.38,40.0,0.009662033617583204,Orange
14185262,1767.0,2.0,4.0,554788.0,6059.0,6299.18,51.0,0.011354210977887049,Orange
11033823,1014.0,1.0,3.0,329298.0,6037.0,4132.95,68.0,0.012550789862070222,Los Angeles
12460690,998.0,2.0,2.0,279000.0,6037.0,3417.41,38.0,0.012248781362007168,Los Angeles
12460440,1268.0,1.0,2.0,309098.0,6037.0,3762.96,68.0,0.012174003066988463,Los Angeles
12752649,2020.0,3.0,3.0,120877.0,6037.0,1801.99,60.0,0.014907633379385657,Los Angeles
14217005,1398.0,2.5,3.0,501586.0,6059.0,5128.66,30.0,0.010224886659516015,Orange
13973341,1463.0,1.5,3.0,47572.0,6059.0,874.76,62.0,0.0183881274699403,Orange
12400532,1135.0,1.0,3.0,405844.0,6037.0,4956.25,66.0,0.0122122046894866,Los Angeles
12779665,1912.0,3.0,3.0,613000.0,6037.0,7620.79,29.0,0.012431957585644372,Los Angeles
11553985,1581.0,2.0,2.0,526237.0,6037.0,6513.41,76.0,0.012377331886583421,Los Angeles
14662312,1868.0,2.5,3.0,689693.0,6059.0,10926.54,5.0,0.01584261403262031,Orange
11016174,1545.0,2.0,4.0,529000.0,6037.0,6454.32,60.0,0.012200982986767485,Los Angeles
12767272,1612.0,2.0,3.0,240155.0,6037.0,3904.88,76.0,0.01625983219170952,Los Angeles
10816453,2388.0,3.0,3.0,925806.0,6037.0,11212.58,66.0,0.012111155036800367,Los Angeles
14608048,1101.0,2.5,2.0,322471.0,6059.0,3701.48,23.0,0.011478489538594169,Orange
14610291,1619.0,3.5,3.0,353326.0,6059.0,4229.52,7.0,0.011970588068808977,Orange
12250438,973.0,2.0,2.0,154349.0,6037.0,1927.53,56.0,0.012488127555086201,Los Angeles
13955211,1975.0,2.0,4.0,273372.0,6059.0,3669.92,54.0,0.01342463749030625,Orange
11281518,1317.0,2.0,2.0,86578.0,6037.0,1814.04,62.0,0.020952666959273718,Los Angeles
13963357,2802.0,3.5,4.0,1074416.0,6059.0,14637.34,3.0,0.013623531295140802,Orange
14195073,3099.0,3.0,4.0,921394.0,6059.0,10782.16,31.0,0.011702008044332825,Orange
12760933,1436.0,2.0,3.0,386000.0,6037.0,4926.37,64.0,0.01276261658031088,Los Angeles
12760263,927.0,1.0,2.0,61223.0,6037.0,1053.05,65.0,0.01720023520572334,Los Angeles
11280307,1094.0,2.0,3.0,101143.0,6037.0,1975.25,60.0,0.019529280325875246,Los Angeles
11635026,1558.0,2.0,2.0,368808.0,6037.0,4610.33,54.0,0.012500623630723845,Los Angeles
17110420,1238.0,1.5,3.0,162481.0,6111.0,1777.18,43.0,0.010937771185554003,Ventura
12768887,796.0,1.0,2.0,250798.0,6037.0,3397.37,66.0,0.013546240400641153,Los Angeles
11298368,1502.0,2.0,3.0,105149.0,6037.0,2037.28,30.0,0.01937517237444008,Los Angeles
14659799,1321.0,2.0,2.0,248126.0,6059.0,5164.04,8.0,0.020812168011413557,Orange
13951150,1427.0,2.0,3.0,304588.0,6059.0,3878.36,45.0,0.012733134594928232,Orange
11561051,1160.0,2.0,2.0,664988.0,6037.0,7941.79,31.0,0.011942756861777957,Los Angeles
14603366,1038.0,2.0,2.0,444171.0,6059.0,5017.82,12.0,0.011297045507248334,Orange
11285800,1352.0,2.0,4.0,44559.0,6037.0,1320.52,64.0,0.02963531497565026,Los Angeles
13941306,952.0,1.0,2.0,792910.0,6059.0,10122.52,51.0,0.012766291256258592,Orange
12268626,1236.0,1.0,3.0,258887.0,6037.0,3524.58,107.0,0.013614356842946922,Los Angeles
11278514,1754.0,2.0,4.0,183000.0,6037.0,2883.66,37.0,0.015757704918032786,Los Angeles
11792481,981.0,1.0,2.0,430000.0,6037.0,5186.7,104.0,0.012062093023255813,Los Angeles
12756670,832.0,1.0,2.0,144102.0,6037.0,2039.16,69.0,0.014150809843027856,Los Angeles
17059646,1396.0,1.5,3.0,565000.0,6111.0,6760.46,60.0,0.01196541592920354,Ventura
11201145,983.0,1.0,3.0,43506.0,6037.0,1407.67,63.0,0.03235576702064083,Los Angeles
11201591,1560.0,2.0,3.0,114760.0,6037.0,2263.58,38.0,0.01972446845590798,Los Angeles
13950810,1527.0,2.0,4.0,61042.0,6059.0,1193.1,53.0,0.019545558795583368,Orange
11013055,1703.0,2.0,3.0,302612.0,6037.0,3847.18,54.0,0.01271324336113571,Los Angeles
14610441,2018.0,2.5,2.0,519967.0,6059.0,6105.7,38.0,0.011742475964820843,Orange
17225610,1833.0,2.5,3.0,501000.0,6111.0,5614.88,19.0,0.011207345309381238,Ventura
14066648,2637.0,3.5,4.0,933713.0,6059.0,10429.92,17.0,0.011170370338637247,Orange
12592021,1321.0,2.0,3.0,460811.0,6037.0,5789.85,63.0,0.012564478712530735,Los Angeles
11202454,2048.0,2.0,4.0,213244.0,6037.0,3183.54,11.0,0.014929095308660502,Los Angeles
12671727,1399.0,2.0,3.0,456861.0,6037.0,5226.35,27.0,0.011439693911277173,Los Angeles
10969383,864.0,2.0,3.0,260056.0,6037.0,3303.91,70.0,0.012704609776355862,Los Angeles
12213784,992.0,1.0,2.0,20865.0,6037.0,769.33,92.0,0.03687179487179487,Los Angeles
14252582,904.0,2.5,3.0,162456.0,6059.0,2079.52,69.0,0.012800512138671394,Orange
11312166,1569.0,2.0,3.0,125729.0,6037.0,2317.52,26.0,0.018432660722665414,Los Angeles
13867661,2044.0,2.0,4.0,81779.0,6059.0,1156.38,62.0,0.014140304968268139,Orange
14650876,1754.0,2.5,4.0,107653.0,6059.0,1399.7,52.0,0.013001960001114693,Orange
17222974,4361.0,5.5,3.0,1562700.0,6111.0,17692.72,18.0,0.011321891597875472,Ventura
12023868,1950.0,2.0,3.0,1218072.0,6037.0,14800.5,66.0,0.012150759561011172,Los Angeles
17294157,2846.0,3.0,4.0,269273.0,6111.0,3630.68,40.0,0.013483267910262076,Ventura
11607620,1382.0,3.0,2.0,424285.0,6037.0,5426.46,32.0,0.012789657895046961,Los Angeles
12473881,1214.0,2.0,3.0,473134.0,6037.0,5888.55,62.0,0.012445839867775303,Los Angeles
12252417,1083.0,1.0,3.0,55040.0,6037.0,932.45,69.0,0.016941315406976746,Los Angeles
10750812,2215.0,3.0,4.0,529990.0,6037.0,6365.65,27.0,0.012010886997867884,Los Angeles
14690898,675.0,1.0,1.0,237000.0,6059.0,2986.2,47.0,0.0126,Orange
11646053,1556.0,3.0,2.0,682937.0,6037.0,8168.11,53.0,0.011960268663141696,Los Angeles
14650154,1007.0,2.0,2.0,267146.0,6059.0,3213.82,32.0,0.012030200714216196,Orange
11213714,1202.0,2.0,3.0,179483.0,6037.0,3339.17,26.0,0.01860438035914265,Los Angeles
17290244,2542.0,2.5,4.0,1090401.0,6111.0,11660.16,39.0,0.010693460479218196,Ventura
12836830,1464.0,2.0,3.0,246454.0,6037.0,3174.63,62.0,0.012881227328426401,Los Angeles
12480709,848.0,1.0,2.0,67166.0,6037.0,1073.92,75.0,0.015989042074859305,Los Angeles
12179610,2800.0,3.0,4.0,191531.0,6037.0,2317.69,83.0,0.012100860957234076,Los Angeles
11860038,2266.0,3.0,5.0,690000.0,6037.0,8562.89,12.0,0.012409985507246375,Los Angeles
17290862,1949.0,2.5,3.0,296033.0,6111.0,3266.2,37.0,0.011033229403478666,Ventura
11270112,2020.0,2.0,3.0,222638.0,6037.0,3433.82,32.0,0.015423332944061662,Los Angeles
14486421,2882.0,2.5,5.0,395169.0,6059.0,3946.7,44.0,0.009987372491263231,Orange
11790968,1990.0,1.0,1.0,327118.0,6037.0,4066.6,40.0,0.012431599606258292,Los Angeles
12741391,1573.0,2.0,3.0,286985.0,6037.0,3843.2,59.0,0.01339164067808422,Los Angeles
11315088,1223.0,2.0,3.0,158313.0,6037.0,2701.1,26.0,0.017061770037836436,Los Angeles
11903394,1220.0,3.0,2.0,239253.0,6037.0,2946.75,33.0,0.01231645998169302,Los Angeles
10752668,1054.0,2.0,2.0,168986.0,6037.0,2871.9,45.0,0.016994898985714792,Los Angeles
11646891,1904.0,2.0,4.0,1656855.0,6037.0,19849.65,66.0,0.011980318132848078,Los Angeles
12082610,1104.0,1.0,2.0,44435.0,6037.0,510.56,94.0,0.011490041633847193,Los Angeles
10818262,2240.0,3.0,3.0,670065.0,6037.0,8868.14,39.0,0.013234745882862109,Los Angeles
11566163,1670.0,2.0,2.0,797000.0,6037.0,9536.04,11.0,0.011964918444165622,Los Angeles
12273512,699.0,1.0,2.0,176038.0,6037.0,2533.45,68.0,0.014391495018121087,Los Angeles
14241975,1698.0,2.0,4.0,296484.0,6059.0,3337.5,44.0,0.011256931234063221,Orange
17187503,2170.0,2.0,3.0,257517.0,6111.0,2846.28,37.0,0.011052784864688546,Ventura
12811897,490.0,1.0,1.0,124890.0,6037.0,1722.75,66.0,0.01379413884218112,Los Angeles
17129832,2901.0,3.0,6.0,425115.0,6111.0,4842.42,20.0,0.011390847182527081,Ventura
12747257,1008.0,1.0,2.0,407000.0,6037.0,5246.44,67.0,0.01289051597051597,Los Angeles
17161340,2333.0,2.0,6.0,350917.0,6111.0,4185.86,20.0,0.011928347728950149,Ventura
14503257,1120.0,2.0,3.0,504579.0,6059.0,5217.8,41.0,0.010340898055606753,Orange
11276186,1914.0,3.0,4.0,166190.0,6037.0,2772.24,20.0,0.016681148083518862,Los Angeles
10808702,1299.0,1.0,3.0,543654.0,6037.0,6679.8,65.0,0.012286858921299208,Los Angeles
13903594,2758.0,3.0,4.0,659912.0,6059.0,8972.64,12.0,0.013596721987174046,Orange
13977892,1972.0,3.0,4.0,629875.0,6059.0,7123.64,15.0,0.011309609049414566,Orange
10845088,1510.0,3.0,3.0,502548.0,6037.0,6113.67,8.0,0.012165345399842403,Los Angeles
13905056,1112.0,2.0,3.0,55304.0,6059.0,877.82,62.0,0.01587263127441053,Orange
14227765,1704.0,2.5,4.0,280520.0,6059.0,3172.52,43.0,0.011309425352916014,Orange
12464212,1680.0,1.0,2.0,856000.0,6037.0,10119.9,97.0,0.011822313084112149,Los Angeles
17051583,2151.0,2.0,4.0,1234000.0,6111.0,13636.8,42.0,0.011050891410048622,Ventura
11532991,1686.0,2.0,2.0,1395968.0,6037.0,16760.44,12.0,0.012006321061800843,Los Angeles
17218631,1152.0,1.5,3.0,365000.0,6111.0,3901.18,45.0,0.010688164383561644,Ventura
14614693,780.0,1.0,1.0,228601.0,6059.0,2370.22,31.0,0.010368371091989972,Orange
11898548,1070.0,2.0,2.0,473237.0,6037.0,5478.96,5.0,0.011577623896694467,Los Angeles
12471532,1180.0,1.0,3.0,508000.0,6037.0,6211.15,65.0,0.012226673228346457,Los Angeles
11642948,728.0,1.0,1.0,427370.0,6037.0,5163.38,56.0,0.012081755855581815,Los Angeles
14686987,989.0,2.0,2.0,429235.0,6059.0,7356.06,7.0,0.017137605274499982,Orange
17071003,1800.0,2.0,3.0,707681.0,6111.0,7398.92,55.0,0.010455162707491087,Ventura
13981009,2897.0,3.0,5.0,234513.0,6059.0,2735.12,53.0,0.011662978171785786,Orange
12817483,1898.0,2.0,4.0,501583.0,6037.0,5874.19,53.0,0.011711302017811608,Los Angeles
12745547,883.0,1.0,3.0,116280.0,6037.0,1871.05,64.0,0.016090901272789816,Los Angeles
11867912,1200.0,1.0,2.0,85317.0,6037.0,1283.89,95.0,0.015048466308004268,Los Angeles
14237264,1201.0,1.0,3.0,56144.0,6059.0,853.6,63.0,0.015203761755485894,Orange
11966821,800.0,1.0,2.0,480000.0,6037.0,5836.52,94.0,0.012159416666666667,Los Angeles
12190349,990.0,1.0,2.0,132080.0,6037.0,1706.86,96.0,0.012922925499697152,Los Angeles
